ID	ImageNum	Title	Filename	OriginalFilename	Author	Year1stPub	BildSource	Caption	ELibrary	CXDatabase	SourcesDB	Ullibrary	Nix	Marked	Publishist	Format	SoFRefID	SoFDate
5255	BL5255	Grassy Narrows	BL5255-GrassyNarrows-36x24.jpg					Grassy Narrows										
5256	BL5256	Lenin's Articles	BL5256-LeninsArticles.jpg					Lenin's Articles										
5257	BL5257	Mother Agnes Mariam of Syria	BL5257-MotherAgnesMariamofSyria.jpeg					Mother Agnes Mariam of Syria										
5258	BL5258	Public Auto Insurance Rally	BL5258-PublicAutoInsuranceRally.jpeg					Public Auto Insurance Rally										
5259	BL5259	PV Forum Quebec Charter of Values	BL5259-PVForumCharterofValues.jpeg					PV Forum Quebec Charter of Values										
5260	BL5260	Vie Ouvriere	BL5260-VieOuvriere.jpg					Vie Ouvriere										
5261	BL5261	Battle of Cable Street	BL5261-BattleofCableStreet.jpg					Battle of Cable Street										
5262	BL5262	Duchamp Chess Nude	BL5262-Duchamp-Chess-Nude.jpg					Duchamp Chess Nude					True					
5263	BL5263	Brecht & W Benjamin Chess	BL5263-Brecht&WBenjamin-Chess.jpg					Brecht & W Benjamin Chess										
5264	BL5264	Arguing with Conservatives Chess	BL5264-ArguingwithConservatives-Chess.jpg					Arguing with Conservatives Chess										
5265	BL5265	Cherokee Bedouin	BL5265-CherokeeBedouin.jpg					Cherokee Bedouin										
5266	BL5266	Chocolate Salad	BL5266-ChocolateSalad.png					Chocolate Salad										
5267	BL5267	Fred Hampton Solidarity	BL5267-FredHampton-Solidarity.jpg					Fred Hampton Solidarity										
5268	BL5268	Mehdi Hasan Daily Mail	BL5268-MehdiHasan-DailyMail.jpg					Mehdi Hasan Daily Mail										
5269	BL5269	Missiles Cost	BL5269-MissilesCost.jpg					Missiles Cost										
5270	BL5270	Passionate About What Matters	BL5270-PassionateAboutWhatMatters.jpg					Passionate About What Matters										
5271	BL5271	War is Murder	BL5271-WarisMurder.jpg					War is Murder										
5272	BL5272	Rich Piss on Us	BL5272-RichPissonUs.jpg					Rich Piss on Us										
5273	BL5273	Why not Monsanto	BL5273-WhynotMonsanto.jpg					Why not Monsanto										
5274	BL5274	Siriuh	BL5274-Siriuh.jpg					Siriuh										
5275	BL5275	Tom Tomorrow 2013-2	BL5275-TomTomorrow2013-2.jpg					Tom Tomorrow 2013-2										
5276	BL5276	Jesus & Mo 2013-12-04	BL5276-Jesua&Mo-2013-12-04.png					Jesus & Mo 2013-12-04										
5277	BL5277	Jesus and Mo 2011-12-28	BL5277-JesusandMo-2011-12-28.png					Jesus and Mo 2011-12-28										
5278	BL5278	Lindsay Demo 20131214	BL5278-LindsayDemo-20131214_140438.jpg					Lindsay Demo 20131214										
5279	BL5279	Lindsay Demo 20131214	BL5279-LindsayDemo-20131214_140525.jpg					Lindsay Demo 20131214										
5280	BL5280	Lindsay Demo  No Prisons	BL5280-LindsayDemo-noprisons.jpg					Lindsay Demo  No Prisons										
5281	BL5281	Demo (SpainJan2014)	BL5281-Demo(SpainJan2014).jpg					Demo (SpainJan2014)										
5282	BL5282	Slutwalk	BL5282-Slutwalk.jpg					Slutwalk										
5283	BL5283	Femen Protest Ukraine	BL5283-FemenProtestUkraine.jpg					Femen Protest Ukraine										
5284	BL5284	Kingfisher	BL5284-Kingfisher.jpg					Kingfisher										
5285	BL5285	Free Tarek John	BL5285-FreeTarekJohn.jpg					Free Tarek John										
5286	BL5286	Free Tarek John	BT5286-FreeTarekJohn2.jpg					Free Tarek John										
5287	BL5287	Climate Fast	BT5287-ClimateFast.jpg					Climate Fast										
5288	BL5288	NoJets TO	BT5288-NoJetsTO.jpg					NoJets TO										
5289	BL5289	Reward for Papineau	BL5289-CanadaPH1-01.jpg			1838		Reward for Papineau										
5290	BL5290	Patriotes November 1838	BL5290-CanadaPH1-02.jpg			1838		Patriotes November 1838										
5291	BL5291	Mary Ann Shadd	BL5291-CanadaPH1-03.jpg					Mary Ann Shadd										
5292	BL5292	Men behind wire	BL5292-CanadaPH2-01.jpg					Men behind wire										
5293	BL5293	Winnipeg General Strike - anti-strike demo	BL5293-CanadaPH2-04.jpg			1919		Winnipeg General Strike - anti-strike demo										
5294	BL9294	Mothers' Picnic Abolish Relief Camps, Vancouver 1935	BL5294-CanadaPH2-05.jpg			1935		Mothers' Picnic Abolish Relief Camps, Vancouver 1935										
5295	BL5295	Men on train On to Ottawa Trek, June 1935	BL5295-CanadaPH2-06.jpg			1935		Men on train On to Ottawa Trek, June 1935										
5296	BL5296	Padlock Law protest, Montreal 1939	BL5296-CanadaPH2-07.jpg			1939		Padlock Law protest, Montreal 1939										
5297	BL5297	Japanese relocation 1942	BL5297-CanadaPH2-09.jpg			1942		Japanese relocation 1942										
5298	BL5298	Abortion Caravan	BL5298-CanadaPH2-12.jpg					Abortion Caravan										
5299	BL5299	Greenpeace September 15, 1971	BL5299-CanadaPH2-13.jpg			1971		Greenpeace September 15, 1971										
5300	BL5300	Luxemburg poster: Das tun wir nicht 1913	BL5300-Heartfield-01.jpg			1913		Luxemburg poster: Das tun wir nicht 1913										
5301	BL5301	Wounded German war veterans	BL5301-Heartfield-02.jpg					Wounded German war veterans										
5302	BL5302	Hurriance Hazel October 1954	BL5302-HurricaneHazelBK-02.jpg			1954		Hurriance Hazel October 1954										
5303	BL5303	Hurriance Hazel October 1954	BL5303-HurricaneHazelBK-03.jpg			1954		Hurriance Hazel October 1954										
5304	BL5304	Revolutionary poster	BL5304-Russia_inRev-01.jpg					Revolutionary poster										
5305	BL5305	Bloodstain on wall	BL5305-Russia_inRev-02.jpg					Bloodstain on wall										
5306	BL5306	Woman surounded by soldiers (poster)	BL5306-Russia_inRev-03.jpg					Woman surounded by soldiers (poster)										
5307	BL5307	Lenin sweeps away the tyrants and capitalists	BL5307-Russia_inRev-04.jpg					Lenin sweeps away the tyrants and capitalists										
5308	BL5308	Lenin reading	BL5308-Russia_inRev-05.jpg					Lenin reading										
5309	BL5309	Poster	BL5309-Russia_inRev-07.jpg					Poster										
5310	BL5310	Mayday workers and peasants poster	BL5310-Russia_inRev-09.jpg					Mayday workers and peasants poster										
5311	BL5311	Revolutionary poster	BL5311-Russia_inRev-10.jpg					Revolutionary poster										
5312	BL5312	Lenin giving speech	BL5312-Russia_inRev-12.jpg					Lenin giving speech										
5313	BL5313	Lenin writing	BL5313-Russia_inRev-16.jpg					Lenin writing										
5314	BL5314	Red Army recruitment poster	BL5314-Trotsky_aDoc-01.jpg					Red Army recruitment poster										
5315	BL5315	Greenham Common	BL5315-GreenhamCommon-1983-01-01.jpg			1983		Greenham Common										
5316	BL5316	Nguyen Murder 1968-02-01	BL5316-NguyenMurder-1968-02-01.jpg			1968		Nguyen Murder 1968-02-01										
5317	BL5317	Shearers Strikers Library Barcaldine	BL5317-ShearersStrikersLibraryBarcaldine-for-1891-01-05.jpg			1891		Shearers Strikers Library Barcaldine										
5318	BL5318	Panama Life magazine front page	BL5318-Panama-Life9enero-1964-01-09.jpg			1964		Panama Life magazine front page										
5319	BL5319	Panama protests January 1964	BL5319-Panama-9enerogesp01-1964-01-09.jpg			1964		Panama protests January 1964										
5320	BL5320	Gandhi in 1909	BL5320-Gandhi_1909-for1908-01-10.jpg			1908		Gandhi in 1909										
5321	BL5321	Vernon Dahmer funeral	BL5321-VernonDahmerfuneral-for-1966-01-10.jpg			1966		Vernon Dahmer funeral										
5322	BL5322	Don Quijote	BL5322-DonQuijote-1605-01-15.jpg			1605		Don Quijote										
5323	BL5323	Southern Christian Leadership Conference logo	BL5323-SouthernChristianLeadership-for-1957-01-15.jpg			1957		Southern Christian Leadership Conference logo										
5324	BL5324	Mass Demo Iran 1979	BL5324-MassDemoIran-for-1979-01-16.jpg			1979		Mass Demo Iran 1979										
5325	BL5325	Warsaw Ghetto Uprising	BL5325-WarsawGhettoUprising-for-1943-01-18.jpg			1943		Warsaw Ghetto Uprising										
5326	BL5326	Plakat Jewish Combat Organization 1943	BL5326-Plakat-JewishCombatOrganization-for-1943-01-18.jpg			1943		Plakat Jewish Combat Organization 1943										
5327	BL5327	US spraying Agent Orange Vietnam	BL5327-RanchHandAgentOrange-for-1962-01-18.jpg			1962		US spraying Agent Orange Vietnam										
5328	BL5328	US Army APC sprays Agent Orange on Rice fields Vietnam	BL5328-USArmyAPC-spraysAgent-OrangeOnRicefields-for-1962-01-18.jpg					US Army APC sprays Agent Orange on Rice fields Vietnam										
5329	BL5329	Iceland Mass Protests 2009	BL5329-IcelandMassProtests-for-2009-01-20.jpg			2009		Iceland Mass Protests 2009										
5330	BL5330	Doukhobor Village Vosnesenya Thunder Hill Colony	BL5330-DoukhoborVillageVosnesenya-ThunderHillColony-for-1899-01-22.jpg					Doukhobor Village Vosnesenya Thunder Hill Colony										
5331	BL5331	Hitler and Hindenburg 1933	BL5331-HitlerHindenburg-for-1933-01-22.jpg			1933		Hitler and Hindenburg 1933										
5332	BL5332	Sir George Williams Support Demo 1969	BL5332-SirGeorgeWilliamsSupportDemo-for-4-1969-01-29.jpg			1969		Sir George Williams Support Demo 1969										
5333	BL5333	Bloody Sunday Victims 1972	BL5333-BloodySundayVictims-1972-01-30.jpg			1972		Bloody Sunday Victims 1972										
5334	BL5334	Tokyo Demo 2010-01-30	BL5334-TokyoDemo-2010-01-30.jpg			2010		Tokyo Demo 2010-01-30										
5335	BL5335	Woolworths Sit-in February 1960	BL5335-Woolworths-Sit-in-for-1960-02-01.jpg			1960		Woolworths Sit-in February 1960										
5336	BL5336	Neil Aggett	BL5336-Aggett_N-for-1982-02-05.jpg			1982		Neil Aggett										
5337	BL5337	Body Politic March 1981	BL5337-BodyPoliticMarch1981-for-1981-02-05.jpg			1981		Body Politic March 1981										
5338	bl5338	Seattle General Strike 1919 newspaper	BL5338-SeattleGeneralStrike-for-1919-02-06.jpg			1919		Seattle General Strike 1919 newspaper										
5339	BL5339	Helder Camara 1974	BL5339-Camara_Helder_1974-for-1909-02-07.jpg			1974		Helder Camara 1974										
5340	BL5340	Orangeburg Massacre Killer cops 1968-02-08	BL5340-OrangeburgMassacre-1968-02-08.jpg			1968		Orangeburg Massacre Killer cops 1968-02-08										
5341	BL5341	Flint Sit-Down Strike 1937	BL5341-FlintSitDownStrike-for-1937-02-11.jpg			1937		Flint Sit-Down Strike 1937										
5342	BL5342	Longest Walk button 1978	BL5342-LongestWalk-for-1978-02-11.jpg			1978		Longest Walk button 1978										
5343	BL5343	Mandela Walks free 1990-02-11	BL5343-Mandela-Walks-free-1990-02-11.jpg			1990		Mandela Walks free 1990-02-11										
5344	BL5344	Mandela Released 1990-02-11	BL5344-MandelaReleased-for-1990-02-11.jpg			1990		Mandela Released 1990-02-11										
5345	BL5345	New Zealand 1951 Union March	BL5345-NZ1951UnionMarch-for-1951-02-13.jpg			1951		New Zealand 1951 Union March										
5346	BL5346	Sir George Williams Aftermath 1969	BL5346-3SirGeorgeWilliamsAftermath-1969-February.jpg			1969		Sir George Williams Aftermath 1969										
5347	BL5347	Iran Demo against Forced Hijab Post Revolution 1979-03-08	BL5347-Iran-ForcedHijabDemnPostRev-1979-03-08.jpg			1979		Iran Demo against Forced Hijab Post Revolution 1979-03-08										
5348	BL5348	Lee Baxandall	BL5348-Baxandall-Lee.jpg					Lee Baxandall										
5349	BL5349	Asbestos mine workers strike	BL5349-AsbestosMineWorkersStrike.jpg					Asbestos mine workers strike										
5350	BL5350	USS Maine explosion report in NT Journal	BL5350-USSMaine-NYJournal.gif					USS Maine explosion report in NT Journal										
5351	BL5351	Singapore Mutiny executions	BL5351-1915_SingaporeMutiny-Executions.jpg			1915		Singapore Mutiny executions										
5352	BL5352	March against Iraq War, London, March 15, 2003	BL5352-LondonAntiIraqWarMarch-2003-02-15.jpg			2003		March against Iraq War, London, March 15, 2003										
5353	BL5353	Memmingen 1525	BL5353-Memmingen1525-12ArtikelDecke.jpg			1525		Memmingen 1525										
5354	BL5354	Huey Newton	BL5354-Newton_Huey.jpg					Huey Newton										
5355	BL5355	CND peace symbol	BL5355-CND-PeaceSymbol.png					CND peace symbol										
5356	BL5356	Royal Indian Navy Mutiny	BL5356-RoyalIndianNavyMutinyBombay.jpg					Royal Indian Navy Mutiny										
5357	BL5357	Jimmie Lee Jackson	BL5357-Jackson_JimmieLee.jpg					Jimmie Lee Jackson										
5358	BL5358	Arrival of bodies from Springhill mine disaster 1891	BL5358-Springhill-1891-ArrivalofBodies-NSArchives.jpg			1891		Arrival of bodies from Springhill mine disaster 1891										
5359	BL5359	Augusto Cesar Sandino	BL5359-Sandino_AugustoCesar.jpg					Augusto Cesar Sandino										
5360	BL5360	Paris 1848	BL5360-Paris-Feb24-1848.jpg			1848		Paris 1848										
5361	BL5361	Apostolos Santas	BL5361-Santas_Apostolos.png					Apostolos Santas										
5362	BL5362	EDSA Revolution 1986	BL5362-EDSA_RevolutionFeb1986.jpg			1986		EDSA Revolution 1986										
5363	BL5363	Tolpuddle Martyrs	BL5363-Tolpuddle-martyrs.gif					Tolpuddle Martyrs										
5364	BL5364	Report on murder of Diallo	BL5364-Diallo.jpg					Report on murder of Diallo										
5365	BL5365	Day of Rage, Tunisia, 25 February 2011	BL5365-DayofRage-Tunisia-2011-02-25.jpg			2011		Day of Rage, Tunisia, 25 February 2011										
5366	BL5366	Constituion of Anti-Slavery Society	BL5366-AntiSlaverySociety-Constitution.jpg					Constituion of Anti-Slavery Society										
5367	BL5367	Japanese Internment Camp, British Columbia	BL5367-JapaneseInternmentCamp_BC.jpg					Japanese Internment Camp, British Columbia										
5368	BL5368	Reichstagsbrand	BL5368-Reichstagsbrand.jpg					Reichstagsbrand										
5369	BL5369	Remember Wounded Knee badge	BL5369-RememberWoundedKnee.jpg					Remember Wounded Knee badge										
5370	BL5370	Six Points of the People's Charter	BL5370-ChartistsSixPoints.jpg					Six Points of the People's Charter										
5371	BL5371	Michael Harrington	BL5371-Harrington_Michael.jpg					Michael Harrington										
5372	BL5372	Gordie Howe	BL5372-Howe_Gordie.jpg					Gordie Howe										
5373	BL5373	Gordie Howe	BL5373-Howe_Whalers.jpg					Gordie Howe										
5374	BL5374	Jean-Bertrand Aristide	BL5374-Aristide_JeanBertrand.jpg					Jean-Bertrand Aristide										
5375	BL5375	Swedish calendar for February 1712	BL5375-SwedishFeb1712.jpg			1712		Swedish calendar for February 1712										
5376	BL5376	Greve etudiante quebecoise	BL5376-GreveEtudianteQuebecoise.jpg					Greve etudiante quebecoise										
5377	BL5377	Vassy massacre 1562	BL5377-MassacredeVassy1562_Hogenberg.jpg			1562		Vassy massacre 1562										
5378	BL5378	Lolita Lebron	BL5378-LolitaLebronAttackUDCongessMarch1.jpg					Lolita Lebron										
5379	BL5379	Battle of Valle Giulia, March 1, 1968	BL5379-1968-03-01-Valle-Giulia.jpg			1968		Battle of Valle Giulia, March 1, 1968										
5380	BL5380	Battle of Valle Giulia, March 1, 1968	BL5380-BattleofValleGiulia.jpg			1968		Battle of Valle Giulia, March 1, 1968										
5381	BL5381	Communist International poster 1919	BL5381-CommunistInternationalMarch1919.jpg			1919		Communist International poster 1919										
5382	BL5382	Philosophical Transactions	BL5382-Philosophical-Transactions-v1_510.jpg			1666		Philosophical Transactions										
5383	BL5383	Cape Breton miners 1920s	BL5383-CapeBretonMiningc1920s.jpg					Cape Breton miners 1920s										
5384	BL5384	Ford Massacre poster	BL5384-FordMassacreposter.jpg					Ford Massacre poster										
5385	BL5385	March 8, 1908 women's march	BL5385-March8-1908-Women-NewYork.gif			1908		March 8, 1908 women's march										
5386	BL5386	Report on Stolen FBI documents	BL5386-StolenFBI-March1971.jpg					Report on Stolen FBI documents										
5387	BL5387	Westmoreland coal strike	BL5387-WestmorelandCoalStirke-Army.jpg					Westmoreland coal strike										
5388	BL5388	Selma March 1965	BL5388-Selma-March-10-9-1965.jpg			1965		Selma March 1965										
5389	BL5389	Leo Jogiches	BL5389-Jogiches-Leo.jpg					Leo Jogiches										
5390	BL5390	Murdochville Strike 1957	BL5390-MurdochvilleStrike1957.jpg			1957		Murdochville Strike 1957										
5391	BL5391	Lawrence Textile Strikers 1912	BL5391-LawrenceTextileStrike1912.jpg			1912		Lawrence Textile Strikers 1912										
5392	BL5392	Seyss Inquart and Hitler	BL5392-Seyss-Inquart-Hitler.jpg					Seyss Inquart and Hitler										
5393	BL5393	Goebbels on propaganda	BL5393-Goebbels-Propaganda-works-best.jpg					Goebbels on propaganda										
5394	BL5394	Maxim Gorky	BL5394-Gorky-Maxim.jpg					Maxim Gorky										
5395	BL5395	Lakeview Gusher	BL5395-LakeviewGusher.jpg					Lakeview Gusher										
5396	BL5396	Colubmia Eagle mutiny book cover	BL5396-ColumbiaEagleMutiny.jpg					Colubmia Eagle mutiny book cover										
5397	BL5397	Czar abdicates newspaper report	BL5397-CzarAbdicates1917.jpg			1917		Czar abdicates newspaper report										
5398	BL5398	One Big Union bulletin	BL5398-OneBigUnion1919.jpg			1919		One Big Union bulletin										
5399	BL5399	Nazi declartion of takeover of Bohemia	BL5399-NaziProtektorat-BohmenMarch1939.jpg			1939		Nazi declartion of takeover of Bohemia										
5400	BL5400	Iroquois destruction of Huronia 1694	BL5400-Iroquois-Huronia-1649.jpg			1649		Iroquois destruction of Huronia 1694										
5401	BL5401	War Resisters broken rifle logo	BL5401-WarResisters-Broken_rifle copy.jpg					War Resisters broken rifle logo										
5402	BL5402	Victims of chemical weapons in Halabja 1988	BL5402-ChemicalWeapons_Halabja_March1988.jpg			1988		Victims of chemical weapons in Halabja 1988										
5403	BL5403	Vietnam War demonsration Grosvenor Square	BL5403-Grosvenor-Square.jpg					Vietnam War demonsration Grosvenor Square										
5404	BL5404	Amoco Cadiz disaster	BL5404-AmocoCadiz.jpg					Amoco Cadiz disaster										
5405	BL5405	Norhtwest rebellion	BL5405-BeardyNWRebellion1885.jpg			1885		Norhtwest rebellion										
5406	BL5406	U.S. forces preparing to invade Mexico	BL5406-Punitive-truck-train-for-Mexico.jpg					U.S. forces preparing to invade Mexico										
5407	BL5407	Bombing Libya 2011	BL5407-Libya2011.jpg			2011		Bombing Libya 2011										
5408	BL5408	Bombing Bagdad 2003	BL5408-Baghdad-bombing-IraqWar-19March2003.jpg			2003		Bombing Bagdad 2003										
5409	BL5409	Dachau gate Arbeit Macht Frei	BL5409-DachauArbeitMachtFrei.jpg					Dachau gate Arbeit Macht Frei										
5410	BL5410	Student meeting 22 March 1968	BL5410-22Mars1968.jpg			1968		Student meeting 22 March 1968										
5411	BL5411	IWW One Big Union poster	BL5411-IWWOneBigUnion.gif					IWW One Big Union poster										
5412	BL5412	Hitler speaks in Reichstag	BL5412-Hitlers_Rede_zum_Ermachtigungsgesetz.jpg			1933		Hitler speaks in Reichstag										
5413	BL5413	Dwight Macdonald	BL5413-Macdonald-Dwight.jpg					Dwight Macdonald										
5414	BL5414	Ann Arbor teach-in	BL5414-AnnArbor-Students.Teachin.gif					Ann Arbor teach-in										
5415	BL5415	Exxon Valdez clean-up	BL5415-ExxonValdez-Cleanup.jpg					Exxon Valdez clean-up										
5416	BL5416	Bombing Belgrade 1999	BL5416-Belgrade-CK_building_on_fire_1999.jpg			1999		Bombing Belgrade 1999										
5417	BL5417	Slaves for sale advertisement	BL5417-1807_Slave-ad.jpg			1807		Slaves for sale advertisement										
5418	BL5418	Toronto printers strike march	BL5418-1872-Toronto-Printers-Strike1.jpg			1872		Toronto printers strike march										
5419	BL5419	Triangle shirtwaist fire newspaper report	BL5419-Triangle-fire-newspaper.jpg					Triangle shirtwaist fire newspaper report										
5420	BL5420	Viola Liuozzo on Civil Rights March	BL5420-ViolaLiuozzoonCivilRightsMarch.jpg					Viola Liuozzo on Civil Rights March										
5421	BL5421	Demonstration in Spain 2003	BL5421-Spain2003.jpg			2003		Demonstration in Spain 2003										
5422	BL5422	Voyage en Incarie frontispiece	BL5422-VoyageenIcarie.jpg			1848		Voyage en Incarie frontispiece										
